"geneSymbol","DS_01_58500","DS_02_48905","DS_03_52613","M7_01_817151","M7_02_818438","M7_03_817389"
"PTAR1",3574,2501,1495,3272,1505,1399
"PTBP1",6869,4888,5603,9020,10046,4757
"PTBP2",1042,799,722,2228,583,1141
"PTBP3",2668,3758,1551,5816,4815,2417
"PTCD1",3,2,0,0,3,2
"PTCD2",92,30,34,56,117,73
"PTCD3",1922,1472,1505,1765,1994,1858
"PTCH1",12,4,1,23,9,551
"PTCH2",29,22,56,59,37,56
"PTCHD1",0,0,0,0,6,0
"PTCHD1-AS",0,0,0,0,0,0
"PTCHD2",0,1,1,7,3,4
"PTCHD3",0,0,0,0,0,0
"PTCHD4",0,0,0,2,9,543
"PTCRA",2,3,2,12,22,2
"PTCSC3",0,0,0,0,0,0
"PTDSS1",3302,2703,669,2045,2909,2624
"PTDSS2",387,449,351,296,962,579
"PTEN",3178,2981,1011,2728,3026,1802
"PTENP1",51,75,32,75,98,42
"PTENP1-AS",0,0,0,7,12,0
"PTER",137,98,74,175,298,147
"PTF1A",1,0,0,1,1,0
"PTGDR",12,0,1,8,31,7
"PTGDR2",5,9,9,90,184,59
"PTGDS",15,131,18,43,13,16
"PTGER1",4,52,4,0,43,52
"PTGER2",1167,223,378,256,193,47
"PTGER3",2,1,3,437,925,0
"PTGER4",2634,1836,1171,813,501,2313
"PTGER4P2-CDK2AP2P2",9,3,2,2,5,3
"PTGES",63,44,19,86,3,18
"PTGES2",490,466,429,269,743,488
"PTGES2-AS1",4,2,4,4,4,0
"PTGES3",2911,3600,4408,4594,5248,3497
"PTGES3L",12,11,6,13,121,3
"PTGES3L-AARSD1",2,1,1,3,4,2
"PTGFR",4,1,1,0,0,0
"PTGFRN",14,1,16,6,25,82
"PTGIR",27,431,19,72,1726,1032
"PTGIS",0,0,0,2,0,0
"PTGR1",23,14,91,78,283,392
"PTGR2",107,53,10,69,269,144
"PTGS1",1212,801,442,5193,17452,6091
"PTGS2",438,1378,529,464,874,2208
"PTH",0,0,0,1,0,0
"PTH1R",0,0,5,5,13,20
"PTH2",0,0,0,0,1,1
"PTH2R",278,48,168,154,314,110
"PTHLH",0,3,1,0,0,0
"PTK2",45,26,162,291,1752,842
"PTK2B",2364,4758,518,2320,2679,3133
"PTK6",6,23,23,7,29,3
"PTK7",634,1341,339,387,1614,4202
"PTMA",23851,19556,28867,26244,30972,25320
"PTMS",161,887,2323,833,1645,2209
"PTN",0,0,2,5,48,0
"PTOV1",1277,1061,1366,1230,1387,1743
"PTOV1-AS1",413,554,1670,536,147,188
"PTOV1-AS2",597,425,561,319,283,516
"PTP4A1",4718,5183,6860,4746,3299,2632
"PTP4A2",7372,7565,4599,10719,7183,7880
"PTP4A3",87,1002,24,538,1518,699
"PTPDC1",46,14,40,41,85,66
"PTPMT1",739,582,619,682,456,24
"PTPN1",1817,2941,854,2345,2382,1429
"PTPN11",1975,2246,1028,2904,3156,2895
"PTPN12",1065,2125,676,1249,2714,1857
"PTPN13",17,6,1,23,107,57
"PTPN14",9,1634,50,3,22,9
"PTPN18",1177,461,758,1014,3929,1776
"PTPN2",677,659,538,1425,631,842
"PTPN20",1,5,14,3,0,14
"PTPN21",5,3,2,3,3,25
"PTPN22",718,2524,176,568,544,858
"PTPN23",1338,1447,907,810,1165,2410
"PTPN3",2,0,0,1,0,1
"PTPN4",475,448,278,451,377,428
"PTPN5",0,7,0,0,2,3
"PTPN6",4875,7215,1620,3957,8147,1345
"PTPN7",2142,2916,1619,3636,5672,3449
"PTPN9",652,1244,177,268,764,556
"PTPRA",1680,1945,1459,2079,3000,3176
"PTPRB",4,1,4,1,6,314
"PTPRC",5484,13772,2290,9639,5797,1113
"PTPRCAP",1163,2082,199,1049,1189,435
"PTPRD",10,5,5,34,7,2
"PTPRD-AS1",0,0,0,1,0,0
"PTPRD-AS2",0,0,0,0,0,0
"PTPRE",2284,7093,968,1845,154,595
"PTPRF",18,47,662,254,58,19
"PTPRG",0,0,55,87,598,1014
"PTPRG-AS1",0,0,0,3,7,10
"PTPRH",0,73,6,15,30,2
"PTPRJ",332,708,43,418,484,138
"PTPRK",8,3,7,47,11,30
"PTPRM",31,147,39,18,2,9
"PTPRN",1,67,8,12,15,0
"PTPRN2",1,3,99,20,19,17
"PTPRO",23,5,5,37,5,11
"PTPRQ",0,0,0,0,0,3
"PTPRR",0,0,0,0,1,3
"PTPRS",10,131,13,105,104,2394
"PTPRT",0,0,0,2,1,1
"PTPRU",1,62,67,58,55,19
"PTPRVP",74,49,41,175,564,29
"PTPRZ1",0,0,0,0,0,1
"PTRF",34,3052,47,2492,368,39
"PTRH1",17,22,73,25,120,36
"PTRH2",271,171,85,173,284,130
"PTRHD1",458,318,181,475,448,304
"PTS",206,283,410,216,219,251
"PTTG1",616,409,2236,996,1219,1153
"PTTG1IP",4429,3671,1584,2928,11068,9066
"PTTG2",2,1,1,3,1,1
"PTTG3P",0,0,0,2,0,0
"PTX3",360,457,1301,306,16,39
"PTX4",20,2,45,1,1,0
"PUF60",1791,1086,1713,2847,2897,1980
"PUM1",1620,2007,1823,4633,1922,2518
"PUM2",2244,2662,1352,4612,2975,3207
"PURA",201,309,54,146,355,507
"PURB",2192,3244,1144,1773,1343,2142
"PURG",0,0,1,5,15,3
"PUS1",416,182,291,363,930,461
"PUS10",152,228,90,180,143,237
"PUS3",146,64,26,79,85,73
"PUS7",177,14,98,210,531,416
"PUS7L",231,184,81,152,275,389
"PUSL1",55,77,148,68,223,116
"PVALB",1,0,0,2,24,0
"PVR",129,175,295,66,280,603
"PVRIG",93,69,42,106,75,133
"PVRIG2P",0,0,0,0,0,0
"PVRL1",1313,171,693,1198,908,1536
"PVRL2",467,1436,270,622,1630,2306
"PVRL3",4,12,1,0,2,580
"PVRL3-AS1",0,0,0,0,0,13
"PVRL4",4,5,99,38,6,4
"PVT1",116,140,688,316,836,28
"PWAR1",0,0,0,0,2,3
"PWAR4",0,0,0,0,0,0
"PWAR5",105,67,62,206,83,152
"PWARSN",22,14,21,47,43,63
"PWP1",848,569,568,871,1160,881
"PWP2",84,56,74,68,370,119
"PWRN1",0,0,0,0,0,0
"PWRN2",0,0,0,0,0,0
"PWRN3",0,0,0,0,0,0
"PWRN4",0,0,0,0,0,0
"PWWP2A",581,474,529,359,348,693
"PWWP2B",326,449,78,239,735,774
"PXDC1",15,27,23,13,11,1
"PXDN",8,3,12,315,1,9
"PXDNL",12,2,1,2,1,1269
"PXK",589,624,624,1032,504,485
"PXMP2",241,104,396,254,505,347
"PXMP4",115,67,59,37,173,172
"PXN",1606,3329,694,1059,454,352
"PXN-AS1",46,17,28,33,52,16
"PXT1",0,1,2,2,2,3
"PXYLP1",51,38,17,105,48,9
"PYCARD",169,209,85,168,228,45
"PYCARD-AS1",20,23,16,8,12,2
"PYCR1",37,51,567,292,1784,458
"PYCR2",1022,1039,1925,1046,2988,694
"PYCRL",36,38,163,69,152,89
"PYDC1",1,0,3,0,0,1
"PYDC2",0,0,0,0,0,0
"PYGB",938,741,436,622,1771,1372
"PYGL",1319,1301,349,910,2177,2059
"PYGM",88,20,25,108,80,177
"PYGO1",1,0,5,4,0,1
"PYGO2",427,322,393,419,887,1051
"PYHIN1",282,13,4,16,72,12
"PYROXD1",274,146,170,367,132,244
"PYROXD2",103,92,60,305,189,267
"PYURF",0,0,0,0,0,0
"PYY",0,0,1,4,1,0
"PYY2",3,2,2,5,18,17
"PZP",3,1,0,14,18,2
"QARS",10216,6775,3160,6754,7772,5104
"QDPR",414,115,239,201,647,187
"QKI",2191,2391,1643,4176,2830,3936
"QPCT",15,18,14,145,80,32
"QPCTL",458,760,174,246,371,233
"QPRT",201,1895,201,341,441,355
"QRFP",2,4,0,0,6,3
"QRFPR",0,0,0,0,0,1
"QRICH1",3304,3004,1899,4581,1837,1968
"QRICH2",17,22,42,69,122,252
"QRSL1",259,155,149,445,428,448
"QSER1",857,513,210,557,632,587
"QSOX1",3126,6322,2028,1933,926,2371
"QSOX2",1394,920,1075,1145,988,126
"QTRT1",643,413,619,641,854,608
"QTRTD1",732,405,159,596,293,320
"R3HCC1",605,758,373,481,690,614
"R3HCC1L",438,450,350,826,376,352
"R3HDM1",1156,783,458,881,1267,1348
"R3HDM2",1697,1422,989,1471,2549,2615
"R3HDM4",2043,5747,2046,4748,2647,944
"R3HDML",0,0,0,0,0,0
"RAB10",514,743,407,855,2240,1145
"RAB11A",1493,1200,1162,2364,4971,2942
"RAB11B",1434,1582,1276,1428,1477,1185
"RAB11B-AS1",39,62,15,39,58,35
"RAB11FIP1",1255,2218,3343,2424,572,355
"RAB11FIP2",1339,924,467,1293,387,1005
"RAB11FIP3",445,1297,471,339,1240,966
"RAB11FIP4",254,580,216,662,109,1096
"RAB11FIP5",36,4,16,35,50,56
"RAB12",437,346,158,706,258,272
"RAB13",170,2418,594,578,1483,1157
"RAB14",3873,3872,2010,4569,2784,4340
"RAB15",74,139,63,199,248,463
"RAB17",0,106,5,1,0,0
"RAB18",1561,1253,844,2037,652,637
"RAB19",1,0,0,4,0,0
"RAB1A",2770,2622,1597,2604,1565,1347
"RAB1B",1799,1701,1763,2451,3799,2427
"RAB20",247,376,55,66,41,88
"RAB21",726,996,807,1242,426,535
"RAB22A",625,419,338,691,326,501
"RAB23",41,7,92,55,163,100
"RAB24",583,903,492,704,1101,635
"RAB25",2,1,0,1,6,7
"RAB26",1,19,5,8,31,15
"RAB27A",1395,1091,260,414,165,512
"RAB27B",108,1192,40,245,6795,3655
"RAB28",218,220,122,220,346,353
"RAB29",148,306,18,87,119,125
"RAB2A",851,759,430,2147,1029,933
"RAB2B",941,790,608,822,520,616
"RAB30",195,53,58,475,286,232
"RAB30-AS1",39,43,57,20,89,112
"RAB31",1659,432,36,515,166,98
"RAB32",942,659,850,536,649,706
"RAB33A",177,100,72,202,405,496
"RAB33B",544,548,367,404,174,312
"RAB34",14,1946,1009,242,494,468
"RAB35",1326,1020,586,1575,1299,455
"RAB36",0,1,1,20,5,6
"RAB37",4751,6844,755,2661,6198,1657
"RAB38",20,237,169,172,499,524
"RAB39A",5,0,1,0,8,7
"RAB39B",75,82,25,43,105,71
"RAB3A",10,10,20,11,10,19
"RAB3B",1,0,2,14,27,3
"RAB3C",2,0,0,1,8,31
"RAB3D",399,821,99,344,36,18
"RAB3GAP1",750,846,385,1670,880,536
"RAB3GAP2",1060,1395,530,1233,882,962
"RAB3IL1",84,20,695,189,85,127
"RAB3IP",141,153,211,267,352,356
"RAB40A",9,1,5,4,12,13
"RAB40AL",0,1,0,0,2,4
"RAB40B",42,50,20,29,105,95
"RAB40C",315,342,262,186,427,297
"RAB41",6,7,1,2,3,9
"RAB42",5,5,8,16,11,13
"RAB43",33,7,10,38,23,24
"RAB44",854,1022,793,762,25,21
"RAB4A",663,700,284,556,630,308
"RAB4B",0,0,0,0,0,0
"RAB4B-EGLN2",0,0,0,0,0,0
"RAB5A",986,1180,492,1300,694,611
"RAB5B",1595,1789,714,1197,2091,1476
"RAB5C",3259,2894,1956,3452,3311,2175
"RAB6A",1074,1316,706,1147,2379,1839
"RAB6B",67,199,1145,922,784,30
"RAB6C",0,0,0,3,0,1
"RAB6C-AS1",1,0,0,1,0,0
"RAB7A",2297,1989,1592,3187,3632,2222
"RAB7B",104,46,7,1,1,1
"RAB8A",1369,1373,943,1594,3700,2709
"RAB8B",1303,2318,951,1972,1081,939
"RAB9A",452,558,251,784,268,182
"RAB9B",11,41,6,22,78,178
"RAB9BP1",0,0,0,0,0,0
"RABAC1",678,1299,311,249,544,481
"RABEP1",1190,1349,445,927,1605,1630
"RABEP2",434,805,243,350,438,581
"RABEPK",180,118,171,184,499,272
"RABGAP1",712,1537,275,673,1302,1183
"RABGAP1L",921,405,1279,1242,812,1089
"RABGEF1",607,1023,777,1145,498,835
"RABGGTA",702,485,330,371,539,570
"RABGGTB",2294,1445,2013,2672,1385,1383
"RABIF",326,170,115,205,216,218
"RABL2A",168,74,53,59,178,320
"RABL2B",257,116,161,113,304,522
"RABL3",646,721,270,657,436,240
"RABL6",2248,1620,2947,2394,3081,3856
"RAC1",2282,2093,2226,3133,2438,2832
"RAC2",3129,3593,1293,3022,3986,3390
"RAC3",15,45,133,73,297,236
"RACGAP1",604,424,984,1038,1269,1166
"RACGAP1P",0,0,0,0,1,0
"RAD1",597,385,302,401,470,492
"RAD17",794,557,318,575,901,834
"RAD18",545,325,219,425,569,645
"RAD21",5168,4013,7407,8061,5286,5375
"RAD21-AS1",3,0,5,1,7,4
"RAD21L1",0,0,0,0,0,0
"RAD23A",2857,2843,8606,3542,2145,1840
"RAD23B",4151,1511,2238,4439,4309,3286
"RAD50",798,661,447,681,1198,1001
"RAD51",127,67,374,364,573,477
"RAD51-AS1",84,78,39,108,121,259
"RAD51AP1",527,243,521,1203,741,904
"RAD51AP2",0,0,0,0,2,2
"RAD51B",67,25,61,96,137,74
"RAD51C",127,79,247,191,477,252
"RAD51D",225,159,111,66,259,215
"RAD51L3-RFFL",1,1,0,6,0,0
"RAD52",119,172,153,141,358,362
"RAD54B",49,8,42,55,147,167
"RAD54L",265,244,598,238,436,664
"RAD54L2",647,630,250,547,308,408
"RAD9A",407,334,749,354,396,755
"RAD9B",22,11,4,10,55,45
"RADIL",11,33,23,16,358,3
"RAE1",1142,867,1418,1466,816,765
"RAET1E",0,0,0,0,2,0
"RAET1E-AS1",0,0,1,0,0,0
"RAET1G",0,0,0,0,3,0
"RAET1K",0,0,2,0,1,1
"RAET1L",0,0,0,0,0,0
"RAF1",3056,2529,3476,4666,2486,3109
"RAG1",15,5,0,795,130,82
"RAG2",2,5,0,85,0,2
"RAI1",1419,2422,600,307,769,1016
"RAI1-AS1",0,0,0,0,0,0
"RAI14",10,38,12,40,2,19
"RAI2",0,0,0,1,3,1215
"RALA",400,1133,269,557,770,412
"RALB",520,1016,263,965,3917,1490
"RALBP1",977,1540,1104,1469,1895,1064
"RALGAPA1",405,387,245,399,441,539
"RALGAPA1P",92,62,55,65,84,91
"RALGAPA2",1437,1687,254,1135,940,1040
"RALGAPB",1250,1069,683,1216,1139,1479
"RALGDS",1788,6135,3024,2392,2967,4770
"RALGPS1",56,55,40,94,80,153
"RALGPS2",861,792,266,748,764,1445
"RALY",3545,3108,3676,5150,5512,5479
"RALY-AS1",13,21,6,9,40,29
"RALYL",0,0,0,0,4,14
"RAMP1",283,61,1,36,172,210
"RAMP2",0,1,2,2,4,0
"RAMP2-AS1",0,0,0,0,0,0
"RAMP3",0,1,3,34,99,167
"RAN",3841,1929,6731,4044,6498,3366
"RANBP1",1466,547,2046,1785,2946,1797
"RANBP10",1231,1717,2791,2517,820,1118
"RANBP17",136,29,161,117,84,266
"RANBP2",2361,4344,2574,5708,1542,3941
"RANBP3",778,696,744,1011,898,947
"RANBP3L",0,1,0,2,2,2627
"RANBP6",3272,1929,2020,2805,1188,874
"RANBP9",1810,2020,1626,4717,2239,2149
"RANGAP1",1684,967,2766,2174,2357,1914
"RANGRF",16,11,20,21,26,36
"RAP1A",1306,2767,711,1507,1593,1127
"RAP1B",701,1329,775,2106,7437,1376
"RAP1GAP",71,216,719,152,135,9
"RAP1GAP2",2742,3076,263,1395,1070,2270
"RAP1GDS1",706,1071,253,418,733,870
"RAP2A",510,136,413,838,616,633
"RAP2B",1329,966,2658,2278,2149,519
"RAP2C",2940,1648,752,2461,1044,2461
"RAP2C-AS1",71,78,44,52,34,94
"RAPGEF1",4467,5047,724,3126,884,1269
"RAPGEF2",1047,3975,2353,3748,1724,1188
"RAPGEF3",17,197,46,35,117,375
"RAPGEF4",4,0,3,109,84,28
"RAPGEF4-AS1",0,0,0,2,2,3
"RAPGEF5",4,14,23,286,0,5
"RAPGEF6",896,788,712,909,489,2139
"RAPGEFL1",210,154,105,128,236,156
"RAPH1",168,16,30,62,24,21
"RAPSN",27,3,1,12,0,2
"RARA",665,1908,855,2804,814,340
"RARA-AS1",20,153,19,112,88,49
"RARB",3,1,1,13,10,27
"RARG",89,256,35,161,102,11
"RARRES1",11,0,16,20,70,2
"RARRES2",7,52,6,4,2,38
"RARRES3",605,150,53,131,70,45
"RARS",1010,825,418,579,1083,624
"RARS2",482,487,256,631,636,779
"RASA1",880,1038,302,673,2234,2748
"RASA2",808,2054,321,1080,513,817
"RASA3",2431,3045,488,557,2214,1445
"RASA4",51,13,4,27,16,6
"RASA4B",30,36,6,43,13,6
"RASA4CP",106,29,42,55,138,126
"RASAL1",92,196,19,408,2,5
"RASAL2",30,111,194,30,891,1319
"RASAL2-AS1",0,0,3,0,25,45
"RASAL3",2173,3366,297,2677,2327,4161
"RASD1",28,284,615,43,35,147
"RASD2",7,7,0,17,0,0
"RASEF",0,0,0,2,15,14
"RASGEF1A",63,119,22,22,17,9
"RASGEF1B",236,592,233,418,68,217
"RASGEF1C",7,15,0,1,7,6
"RASGRF1",9,5,0,2,1,1
"RASGRF2",80,2,4,44,32,35
"RASGRF2-AS1",0,0,0,0,0,0
"RASGRP1",252,61,59,311,111,136
"RASGRP2",3823,1954,1180,5024,8173,5151
"RASGRP3",442,4476,775,301,1543,271
"RASGRP4",693,598,48,644,953,1898
"RASIP1",6,13,9,22,116,1015
"RASL10A",14,418,19,16,7,3
"RASL10B",1,5,2,11,63,4
"RASL11A",32,13,163,32,29,33
"RASL11B",2,5,1,1,2,2
"RASL12",1,0,0,1,0,0
"RASSF1",3841,2667,2586,3957,2972,2102
"RASSF1-AS1",125,62,52,50,57,39
"RASSF10",0,0,0,0,0,0
"RASSF2",2737,2243,613,3262,850,341
"RASSF3",342,421,43,540,418,381
"RASSF4",31,40,12,59,78,55
"RASSF5",3456,2734,552,3357,982,655
"RASSF6",6,1602,24,9,3,2
"RASSF7",94,160,340,137,283,488
"RASSF8",12,285,10,3,13,5
"RASSF8-AS1",3,22,3,2,3,1
"RASSF9",0,7,0,0,0,0
"RAVER1",2039,1016,2022,1704,2069,2226
"RAVER2",710,369,338,591,354,248
"RAX",0,0,0,0,2,0
"RAX2",0,0,0,0,0,0
"RB1",1458,1187,400,1007,2565,1796
"RB1CC1",1841,2278,1962,5783,864,1547
"RBAK",724,645,77,752,461,271
"RBAK-RBAKDN",0,0,0,0,0,0
"RBAKDN",1,0,1,6,1,1
"RBBP4",2679,1639,1483,2625,3182,2777
"RBBP5",381,274,244,402,269,376
"RBBP6",6738,3691,3587,5156,2761,4671
"RBBP7",3318,2992,2794,4320,3329,2053
"RBBP8",704,525,928,687,512,453
"RBBP8NL",0,1,0,3,5,2
"RBBP9",100,125,63,63,206,269
"RBCK1",1179,974,749,1173,1457,1008
"RBFA",544,141,384,450,1055,952
"RBFADN",5,3,3,4,9,27
"RBFOX1",0,0,0,2,0,3895
"RBFOX2",3,18,63,305,657,159
"RBFOX3",70,38,11,18,10,35
"RBKS",26,81,20,14,30,16
"RBL1",412,120,460,502,494,321
"RBL2",2115,2041,461,1254,1455,1784
"RBM10",1196,1163,2066,1668,2073,2400
"RBM11",9,4,20,18,33,7
"RBM12",1342,1538,667,1136,1036,854
"RBM12B",267,294,248,330,361,435
"RBM12B-AS1",17,18,39,16,20,29
"RBM14",499,565,1441,635,1584,1422
"RBM14-RBM4",0,0,0,0,0,0
"RBM15",1159,1227,2333,2131,636,1017
"RBM15B",2102,1695,1159,1967,1965,1545
"RBM17",2352,2834,2910,3283,2378,2546
"RBM18",890,850,636,884,467,411
"RBM19",1506,681,710,1381,1337,1210
"RBM20",5,1,20,13,157,0
"RBM22",1923,2651,2017,1982,1463,1849
"RBM23",1022,1225,747,1265,843,592
"RBM24",6,1,1,1,1,0
"RBM25",6878,4125,4785,6666,4702,6060
"RBM26",1746,1702,977,1622,1228,1622
"RBM26-AS1",20,11,13,22,30,41
"RBM27",1021,1166,701,2074,956,829
"RBM28",627,475,196,482,781,503
"RBM3",13957,11743,6352,9212,7188,4087
"RBM33",5009,3676,2246,6108,1857,1990
"RBM34",1051,1137,524,1352,762,768
"RBM38",1908,7950,5635,7238,3315,675
"RBM39",13681,11889,9795,16879,6251,15766
"RBM4",2015,1609,722,1370,952,1225
"RBM41",326,251,61,774,1162,633
"RBM42",1097,1402,1617,1410,1839,1117
"RBM43",514,251,210,386,207,151
"RBM44",150,136,16,48,14,50
"RBM45",224,198,91,175,270,269
"RBM46",0,0,1,0,0,0
"RBM47",145,37,7,83,44,47
"RBM48",641,476,196,662,182,221
"RBM4B",252,195,103,129,336,438
"RBM5",3573,3048,1939,3853,2312,4220
"RBM5-AS1",156,155,72,197,59,157
"RBM6",1692,1592,1608,1761,2946,4587
"RBM7",967,816,558,1019,479,526
"RBM8A",2300,1755,2025,1790,1701,1406
"RBMS1",871,1299,521,1257,780,849
"RBMS2",510,2439,225,321,122,510
"RBMS3",4,1,4,9,23,1
"RBMS3-AS1",0,0,0,0,0,0
"RBMS3-AS3",0,0,1,0,1,0
"RBMX",6326,6456,4865,8153,6781,8870
"RBMX2",291,355,207,394,540,294
"RBMXL1",1058,651,207,864,487,321
"RBMXL2",0,0,2,0,0,0
"RBMXL3",0,0,0,0,0,0
"RBMY1A1",0,0,0,0,0,0
"RBMY1A3P",0,0,0,0,0,0
"RBMY1B",0,0,0,0,0,0
"RBMY1D",0,0,0,0,0,0
"RBMY1E",0,0,0,0,0,0
"RBMY1F",0,0,0,0,0,0
"RBMY1J",0,0,0,0,0,0
"RBMY2EP",0,0,0,0,0,0
"RBMY2FP",0,0,0,0,0,0
"RBMY3AP",0,0,0,0,0,0
"RBP1",0,0,0,8,0,5
"RBP2",2,2,0,1,3,2
"RBP3",1,0,0,0,2,0
"RBP4",0,3,1,3,0,0
"RBP5",117,166,61,172,116,42
"RBP7",5,1,14,32,9,5
"RBPJ",2668,3729,812,3079,1232,2174
"RBPJL",0,0,0,1,0,1
"RBPMS",28,1573,15,36,32,44
"RBPMS-AS1",0,25,0,0,0,0
"RBPMS2",117,38,48,414,2849,2483
"RBSN",716,474,482,650,489,758
"RBX1",700,622,965,955,1057,462
"RC3H1",1362,1104,854,2805,859,1194
"RC3H2",1185,1700,372,1440,700,740
"RCAN1",99,58,90,64,477,72
"RCAN2",2,3,1,1,0,0
"RCAN3",549,627,38,358,248,89
"RCAN3AS",4,2,3,3,4,1
"RCBTB1",893,903,694,690,898,1322
"RCBTB2",142,350,53,193,367,442
"RCC1",768,699,1062,1256,1409,1233
"RCC2",6107,4882,2978,7479,5364,3921
"RCCD1",352,143,796,347,1512,514
"RCE1",433,450,915,339,404,468
"RCHY1",770,944,194,1409,928,1167
"RCL1",659,334,881,1089,591,762
"RCN1",799,351,310,307,774,790
"RCN2",858,894,591,899,505,1107
"RCN3",64,16,35,104,141,118
"RCOR1",1245,1651,1176,3247,1346,1272
"RCOR2",0,5,2,21,329,2083
"RCOR3",1912,2346,904,2173,1080,1253
"RCSD1",1413,3275,158,789,404,198
"RCVRN",9,0,0,10,2,0
"RD3",2,0,0,1,0,0
"RD3L",0,0,2,3,3,1
"RDH10",359,176,72,182,102,87
"RDH10-AS1",7,5,3,8,7,6
"RDH11",551,449,775,523,1368,939
"RDH12",12,6,3,17,5,18
"RDH13",8,183,42,40,283,427
"RDH14",43,21,24,43,50,19
"RDH16",7,4,4,3,8,9
"RDH5",27,3,2,15,15,19
"RDH8",0,0,0,0,0,0
"RDM1",3,0,37,8,53,51
"RDX",586,809,1053,2768,1459,1237
"REC114",1,0,0,0,1,0
"REC8",844,2523,2119,1230,613,604
"RECK",93,369,20,34,123,499
"RECQL",574,323,387,378,732,860
"RECQL4",582,278,2512,1184,1893,1633
"RECQL5",489,499,306,464,1062,797
"REEP1",0,1,2,3,1,0
"REEP2",5,19,1,8,4,6
"REEP3",189,170,127,103,381,303
"REEP4",1005,1665,4364,744,671,659
"REEP5",697,478,178,827,1211,861
"REEP6",20,29,44,45,130,58
"REG1A",0,0,0,0,0,0
"REG1B",0,1,7,0,0,1
"REG1P",0,0,0,1,0,0
"REG3A",0,0,0,0,0,0
"REG3G",0,0,0,0,0,0
"REG4",1,0,0,0,0,1
"REL",2184,2750,1156,3102,477,1643
"RELA",2739,3978,3288,3549,1780,2517
"RELB",1932,1898,1435,2390,289,607
"RELL1",423,845,450,612,82,182
"RELL2",8,20,12,14,238,35
"RELN",0,14,43,1727,3282,0
"RELT",1834,3722,4379,3764,1267,759
"REM1",0,0,0,6,15,0
"REM2",66,40,52,205,31,105
"REN",1,1780,7,0,0,0
"RENBP",191,426,25,119,972,76
"REP15",0,1,1,0,38,25
"REPIN1",3154,3782,1271,2811,2299,1956
"REPS1",937,947,533,1387,921,1947
"REPS2",491,308,101,149,286,54
"RER1",952,789,744,773,1601,1353
"RERE",3674,7801,1122,1603,1028,2115
"REREP3",3,0,0,2,5,1
"RERG",0,7,1,0,0,0
"RERG-AS1",0,0,0,0,0,0
"RERGL",0,0,0,0,0,0
"RESP18",0,0,0,0,0,0
"REST",3563,2503,782,1964,1125,1984
"RET",9,135,1,15,412,104
"RETN",23,63,26,905,1281,565
"RETNLB",0,0,0,0,0,0
"RETSAT",346,182,70,588,673,627
"REV1",1497,1556,805,1132,1291,1789
"REV3L",1053,990,655,542,740,954
"REXO1",1709,1934,1292,2219,1472,1194
"REXO1L2P",0,0,0,0,0,0
"REXO2",367,157,976,663,738,398
"REXO4",465,586,207,491,1031,863
"RFC1",1109,1163,1117,2393,995,1276
"RFC2",423,408,677,762,1195,799
"RFC3",582,397,696,866,769,370
"RFC4",605,317,839,621,1102,784
"RFC5",609,414,873,892,857,728
"RFESD",53,24,176,62,74,13
"RFFL",150,228,208,349,92,147
"RFK",844,298,518,1278,636,193
"RFNG",441,636,517,578,755,759
"RFPL1",0,0,0,0,0,0
"RFPL1S",5,1,0,6,66,4
"RFPL2",3,9,130,11,16,3
"RFPL3",0,0,0,2,0,1
"RFPL3S",8,5,6,23,3,11
"RFPL4A",0,0,0,0,0,0
"RFPL4AL1",0,0,0,0,0,0
"RFPL4B",0,0,0,0,0,0
"RFT1",506,337,85,239,864,382
"RFTN1",885,2680,139,489,913,471
"RFTN2",2,1,0,54,19,4
"RFWD2",619,803,342,811,945,1115
"RFWD3",2279,1160,2855,3816,1372,2252
"RFX1",213,208,362,491,497,345
"RFX2",122,831,434,180,425,380
"RFX3",524,377,127,412,251,431
"RFX3-AS1",44,35,28,81,41,15
"RFX4",0,0,0,3,2,6
"RFX5",1700,1660,1229,1376,1190,1274
"RFX6",0,0,0,1,0,0
"RFX7",3213,3934,879,2486,1545,1182
"RFX8",493,366,330,33,0,0
"RFXANK",524,443,401,434,788,482
"RFXAP",218,185,348,227,291,244
"RGAG1",2,10,38,2,1,36
"RGAG4",11,14,13,32,33,11
"RGCC",479,580,11463,1600,376,100
"RGL1",200,5,10,133,39,92
"RGL2",1270,1785,481,740,2085,2475
"RGL3",2,4,2,1,0,15
"RGL4",884,842,547,723,408,582
"RGMA",1,1,1,0,0,1
"RGMB",34,15,12,34,14,67
"RGMB-AS1",2,1,2,0,0,15
"RGN",4,0,0,3,2,1
"RGP1",109,351,102,120,268,198
"RGPD1",0,0,4,5,2,0
"RGPD2",1,0,7,0,0,0
"RGPD3",1,15,1,5,0,2
"RGPD4",4,19,1,8,13,13
"RGPD4-AS1",0,0,0,0,0,0
"RGPD5",0,0,0,0,0,0
"RGPD6",0,0,0,0,0,0
"RGPD8",0,0,0,0,0,0
"RGR",0,0,0,0,0,0
"RGS1",865,1633,241,277,132,86
"RGS10",923,1247,1390,1694,5438,219
"RGS11",4,12,6,1,0,5
"RGS12",177,163,293,457,355,192
"RGS13",6,19,0,4,1,0
"RGS14",561,325,93,392,544,743
"RGS16",7,40,67,336,129,1483
"RGS17",0,0,1,23,36,5
"RGS18",340,541,62,644,5992,906
"RGS19",608,448,73,1017,1784,285
"RGS2",1883,1118,327,391,340,145
